type,sub_type,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,sanitized_property_summary
condo,,,1544.0,,3.0,3.0,3.0,3.0,,1980.0,Property features standard residential amenities and layout.
single_family,,700000.0,2167.0,2.0,4.0,2.0,2.0,2.0,0.0,1972.0,Sold off market prior. Property was in need of substantial repairs.
land,,160000.0,,,,0.0,,,,,"The property is located on the Corner of North Lake Blvd and, the coveted residential street that leads to an extensive forest trail system. The parcel defines the eastern end of the Kings Beach Mountain Town Center, a vibrant commercial zone. The seller is also offering the adjoining lot, prefers to sell both lots at the same time."
land,,120000.0,,,,,,,,,"The property includes three residential lots totaling approximately 0.51 acres (22,173 square feet) The Val Verde community is full of charm and amenities, including hiking trails, a swimming pool, a children's playground, basketball and tennis courts, baseball and soccer fields."
land,,,,,,0.0,,,,,Property features standard residential amenities and layout.
land,,,1601.0,2.0,2.0,2.0,2.0,2.0,2.0,1985.0,Property features standard residential amenities and layout.
single_family,,728500.0,1512.0,1.0,3.0,2.0,2.0,2.0,2.0,1962.0,"3-BR/2-BA home brings the best of both worlds: a large homesite with lush, masterfully cultivated yard adjoins a natural open space. Inside, the baths have been remodeled, as has the kitchen, with generous custom cabinets, a dining bar open to the great room, and a focal-point fireplace. bamboo floors are as durable as they are beautiful."
land,,19900.0,,,,0.0,,,,,"This prime vacant lot is located on a paved street with utilities available at the street. Surrounded by and upscale homes, this property delivers the perfect blend of privacy, views, and convenience."
single_family,,1378000.0,1773.0,2.0,3.0,3.0,2.0,2.0,2.0,1984.0,"3 spacious bedrooms and 2.5 bathrooms. Well-appointed kitchen, perfect for culinary enthusiasts. Large meticulously maintained backyard with lots of fruit trees."
land,,,,,,0.0,,,,,Property features standard residential amenities and layout.
single_family,,690000.0,2200.0,2.0,3.0,2.0,2.0,2.0,,1980.0,"Located in Tucker Acres, perched on a scenic hillside between and, this expansive mid-century home offers breathtaking panoramic views. The home features three bedrooms and two bathrooms, with the secondary bedrooms looking out over a serene backyard shaded by mature oaks. Though the home requires extensive renovation, its great bones and unbeatable location make it an extraordinary opportunity."
single_family,,1950000.0,980.0,1.0,2.0,2.0,1.0,1.0,,1939.0,"Two-bedroom, one-and-a-half-bath residence, boasting 980 square feet. Nestled on a spacious, flat lot of 8,890 square feet, this home offers stunning sun exposure and a welcoming atmosphere."
single_family,,1079900.0,1480.0,1.0,4.0,2.0,2.0,2.0,0.0,1962.0,"4 bed, 2 bath residence in the heart of the city. Offers style, flexibility, and exceptional indoor-outdoor living."
single_family,,290000.0,944.0,1.0,2.0,1.0,1.0,1.0,1.0,1951.0,"This home is approx. 75-years and is situated on a tree-lined street. Nestled on a spacious lot with convenient alley access, its the perfect canvas for restoration, expansion, or creating your own."
land,,54900.0,,,,,,,,,A great get away property to build your on. Tall pines and oaks with mountain views. All wheel drive vehicle needed.
single_family,,376990.0,,1.0,3.0,2.0,2.0,2.0,,2025.0,"Aspire at The offers 3 bedrooms and 2 baths in an open, versatile layout. The Elements-inspired kitchen stands out with crisp, nickel accents. The private primary suite offers a peaceful retreat with a spa-like bath and a generous walk-in closet."
single_family,,529000.0,1646.0,2.0,4.0,3.0,2.0,2.0,2.0,2019.0,"This residence features four bedrooms and two full bathrooms, as well as an additional half bath conveniently located on the ground floor. The property also includes a two-car garage, ensuring ample parking and storage space."
single_family,,315000.0,1471.0,,3.0,1.0,1.0,1.0,,1930.0,"This home offers 1,471 sq. ft. of living room space on an 0.35 - acres lot (15,246 sq.ft.) Laundry room inside, central air for you to enjoy depending on the weather, and 2 year old patio. A batting cage is included for the family to enjoy an outdoor sport."
single_family,,1649000.0,4556.0,3.0,5.0,6.0,5.0,5.0,3.0,1987.0,"Open-concept main floor blends elegance and comfort. Vaulted ceilings, a whole-house intercom, and three energy-efficient AC units ensure every corner feels spacious. Solar panels - 31 in total, fully paid and included."
multi_family,,,1862.0,,4.0,1.0,2.0,2.0,,1944.0,Property features standard residential amenities and layout.
condos,condo,170000.0,912.0,,2.0,2.0,1.0,2.0,,1979.0,"This terrific condo is fully rented and move-in ready, making it an excellent investment or future personal residence. Located just minutes from and the scenic, this property offers both convenience and lifestyle."
condo,,,1458.0,,2.0,3.0,2.0,2.0,,,Property features standard residential amenities and layout.
single_family,,7750000.0,5022.0,1.0,3.0,5.0,4.0,4.0,3.0,1988.0,"Tucked within the guarded gates of a prestigious enclave, this timeless residence enjoys one of the community's most desirable locations. A separate one-bedroom, one-bath guest cottage with its own entrance offers private accommodations for visitors or extended family."
single_family,,3900000.0,3571.0,2.0,4.0,5.0,4.0,4.0,2.0,1994.0,"The property lives like a personal mini resort, with lighted tennis court, large recreational lawn, plus a party style pool area all at your feet. Extensively remodeled by previous owners. Subdued curb appeal adds to a higher level of family privacy."
single_family,,446990.0,1509.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,"Single-story, four bedroom, two bathroom home is enhanced with offers approximately 1,509 square feet of living space. The kitchen features shaker-style cabinetry, quartz countertops with backsplash, a walk-in pantry, a center island with pendant lighting and snack bar."
multi_family,,1875000.0,,2.0,,,,,3.0,1956.0,"Two Residential Income Buildings! Both 5220 and, each with separate parcial, will be sold together. Consisting of a total of 11 one bedroom and one bathroom units, with three (3) one care garages and 11 parking spaces."
townhomes,townhouse,615000.0,1328.0,3.0,2.0,3.0,1.0,2.0,2.0,2018.0,"Two bedroom, two bathroom condo in the heart of downtown. with upgraded and. Double Garage with Auto/door opener and."
multi_family,,425000.0,1150.0,1.0,2.0,1.0,1.0,1.0,,1962.0,"Wide open, and light and bright with skylight in the living room and den. There is a combo washer/dryer unit for your convenience. Fully expanded unit with newer flooring, dual pane windows, plantation shutters, and central heat/ air conditioning."
land,,240000.0,,,,,,,,,Property features standard residential amenities and layout.
condos,condo,949999.0,1402.0,2.0,3.0,3.0,2.0,2.0,2.0,1998.0,"Main level includes a bedroom, powder bath, and open living and dining areas. The kitchen has been fully renovated with updated cabinetry, countertops, appliances, and fixtures. Upstairs features two additional bedrooms, each with fully upgraded en-suite bathrooms."
single_family,,810000.0,1263.0,1.0,3.0,2.0,2.0,2.0,2.0,1928.0,"English Tudor-style home offers exceptional curb appeal and timeless charm. 3 generously sized bedrooms and 2 full baths. Conveniently located near top-rated schools, shopping centers, and easy access to the 60 & 710 freeways."
single_family,,21800000.0,13962.0,2.0,7.0,12.0,12.0,12.0,3.0,1985.0,"Set on 1.7 acres with dual entrances, this estate offers both privacy and unmatched proximity to and. The property showcases a grand main residence, a two-story guest two bedroom guest house with kitchen, a striking two-level gym structure with a full-size boxing ring and aircraft hangar doors."
single_family,,700000.0,1519.0,1.0,3.0,2.0,2.0,2.0,2.0,1931.0,Property features standard residential amenities and layout.
mobile,,129950.0,800.0,1.0,2.0,1.0,1.0,1.0,,1965.0,"Single wide manufactured home with an add on. New kitchen with quartz counters, new bathroom, new double pane windows, on demand hot-water heater, new siding and paint and a propane wall furnace. Master bedroom has a large walk in closet."
single_family,,5795000.0,3989.0,2.0,4.0,5.0,3.0,3.0,2.0,1997.0,Property features standard residential amenities and layout.
single_family,,733900.0,1144.0,1.0,4.0,2.0,1.0,2.0,2.0,1962.0,Four bedroom home east of the 210 freeway. Attached two car garage with potential of converting.
single_family,,699000.0,1080.0,1.0,3.0,2.0,2.0,2.0,2.0,1961.0,"3-bedroom, 1.5-bath home is move-in-ready. -style flooring adds warmth and a touch of modern elegance to every room. The home is equipped with several thoughtful upgrades for comfort and reliability."
single_family,,1600000.0,1917.0,1.0,4.0,2.0,1.0,2.0,2.0,1969.0,"Single-story home offers 1,917 sq ft of elegant living space. Bright, open layout features vaulted ceilings, spacious living and family rooms. Thoughtful details include energy-efficient solar panels."
townhomes,townhouse,875000.0,1388.0,2.0,3.0,3.0,2.0,2.0,2.0,2000.0,"French inspired residence offers a bright and inviting layout designed for both gathering and quiet moments. The open concept main level creates easy flow between living, dining, and kitchen spaces."
mobile,,149000.0,720.0,1.0,2.0,1.0,1.0,1.0,,1973.0,"Tucked into a peaceful, tree lined setting this inviting 2 bedroom, offers the perfect blend of comfort, charm, and everyday ease. Located within a family friendly park with no age restrictions, this home welcomes residents of all stages of life. With approximately 720 square feet, the layout feels open and welcoming, highlighted by a kitchen that flows seamlessly into the living area."
single_family,,1050000.0,2590.0,2.0,2.0,3.0,2.0,2.0,4.0,2018.0,"Privately gated and perfectly positioned among world-renowned vineyards, this exceptional estate offers an opportunity to live in privacy. The property features paid-off solar, full perimeter fencing, and a beautifully maintained setting surrounded by mature olive trees."
townhomes,townhouse,729999.0,1176.0,2.0,3.0,2.0,2.0,2.0,2.0,1975.0,"Nestled in the heart of a prime corner, this townhome offers 3 bedrooms and a private 2-car attached garage with direct access. The inviting living area features recessed light, laminate floors, and a romantic fireplace. The lovely updated kitchen with newer appliances and quartz countertops with plenty of cabinets."
other,,,4228.0,,9.0,4.0,9.0,9.0,,1923.0,Property features standard residential amenities and layout.
single_family,,2395000.0,2042.0,1.0,4.0,3.0,2.0,2.0,2.0,1925.0,"Charming, 100% Vacant duplex on a massive 11,066 sq ft lot. Offers incredible potential for development, investment income, or an ideal owner/user setup. With 100% vacancy, this property is a blank canvas ready for its next chapter."
condos,condo,617000.0,1339.0,2.0,2.0,2.0,2.0,2.0,2.0,1979.0,"2 bedroom 2 bathroom condominium in wooded resort-like community. Features cascading waterfalls, towering pines, lush landscaping opens to sparkling pool and spa in a tranquil glen."
single_family,,2350000.0,2715.0,2.0,4.0,3.0,2.0,2.0,2.0,1999.0,Four-bedroom home is ideally located on a corner lot behind the gates of - one of a most sought-after and well-connected communities.
single_family,,,1655.0,,4.0,2.0,2.0,2.0,,1977.0,Property features standard residential amenities and layout.
single_family,,925000.0,1353.0,1.0,3.0,2.0,1.0,2.0,2.0,1962.0,"Beautiful single-story home, featuring 3 bedrooms and 2 bathrooms, located on a quiet cul-de-sac with a large driveway and attached two-car garage. Enjoy the added benefit of fully paid-off solar panels, providing energy efficiency and long-term savings. Step outside to a generously sized backyard with stunning views and mature fruit trees."
single_family,,579000.0,887.0,1.0,2.0,2.0,2.0,2.0,1.0,1976.0,"This stunning home in the highly desirable community has been completely renovated from top to bottom. This remarkable features a beautifully finished enclosed patio, adding 150-200 square footage beyond the listed amount that would be perfect for a formal dining room or game room."
single_family,,995000.0,1965.0,2.0,3.0,2.0,2.0,2.0,,1928.0,"3+ BD, 2 BA Tudor with a private, green-framed backyard and hot tub, owned solar. Features charming period details and impeccably updated bathrooms and kitchen."
